anime_id,name,score,genres,english_name,japanese_name,type,episodes,aired,premiered,producers,licensors,studios,source,duration,rating,ranked,popularity,members,favorites,watching,completed,on_hold,dropped,plan_to_watch,score_10,score_9,score_8,score_7,score_6,score_5,score_4,score_3,score_2,score_1
37024,,,"Comedy, Parody",,,Special,,,Unknown,Unknown,Unknown,Unknown,Original,30 sec.,G - All Ages,15638.0,14787,207,0,26,56,9,41,75,3.0,,,4.0,5.0,14.0,10.0,3.0,2.0,15.0
37096,,,"Game, Kids",,,TV,,,Spring 2018,Akatsuki,Unknown,Studio Pierrot,Game,24 min.,PG - Children,11660.0,10571,962,6,147,0,37,121,657,7.0,4.0,3.0,15.0,14.0,9.0,4.0,7.0,4.0,10.0
37142,,,"Slice of Life, Cars",,,Special,,,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,11206.0,15115,189,0,86,0,30,25,48,5.0,,1.0,10.0,8.0,17.0,20.0,6.0,5.0,6.0
37169,,,"Action, Fantasy",,,Unknown,,,Unknown,Bandai Namco Entertainment,Unknown,"CUCURI, Digital Network Animation",Original,Unknown,Unknown,,7701,3185,9,0,0,0,0,3185,,,,,,,,,,
37290,,,Sports,,,Special,,,Unknown,"NHK, NHK Enterprises",Unknown,"Nippon Animation, Gallop, TMS Entertainment, DLE",Original,5 min.,G - All Ages,13287.0,12461,444,1,117,0,72,77,178,11.0,9.0,8.0,30.0,22.0,8.0,2.0,2.0,1.0,5.0
37340,,6.13,Hentai,,,OVA,,,Unknown,Mary Jane,Unknown,Unknown,Visual novel,Unknown,Rx - Hentai,,8471,2346,8,1045,3,356,191,751,54.0,33.0,67.0,130.0,147.0,100.0,41.0,27.0,28.0,26.0
37343,,,Kids,,,Special,,,Unknown,NHK,Unknown,Unknown,Original,5 min.,G - All Ages,12895.0,15860,147,0,36,0,5,40,66,4.0,,1.0,2.0,1.0,,1.0,1.0,,6.0
37346,,,"Action, Comedy, Fantasy",,,ONA,,2021.0,Unknown,Unknown,Unknown,Unknown,Original,24 min.,PG-13 - Teens 13 or older,,5707,6949,15,0,0,0,0,6949,,,,,,,,,,
37616,,,"Drama, Romance, Shounen Ai",,,TV,,,Unknown,Unknown,Unknown,Unknown,Manga,Unknown,Unknown,,3589,20963,165,0,0,0,0,20963,,,,,,,,,,
37678,,,"Comedy, Parody",,,ONA,,,Unknown,Unknown,Unknown,Pie in the sky,Original,45 sec.,G - All Ages,13386.0,15021,194,0,77,0,20,52,45,3.0,,,1.0,7.0,12.0,9.0,7.0,6.0,17.0
37706,,6.56,"Parody, Demons",,,Special,,,Unknown,Unknown,Unknown,HOTZIPANG,Original,30 sec.,G - All Ages,5552.0,9693,1438,3,616,0,216,137,469,80.0,33.0,66.0,130.0,115.0,80.0,28.0,21.0,10.0,16.0
37818,,,Parody,,,Special,,,Unknown,Unknown,Unknown,Unknown,Original,30 sec.,G - All Ages,11433.0,10840,852,0,115,0,54,62,621,11.0,,2.0,5.0,12.0,12.0,7.0,2.0,1.0,14.0
37850,,,"Comedy, Slice of Life",,,ONA,,,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,13930.0,14826,206,0,49,0,22,59,76,3.0,,,3.0,,16.0,2.0,3.0,3.0,9.0
37885,,5.29,"Action, Comedy, Super Power, Martial Arts, Fantasy, Shounen",,,ONA,,,Unknown,Unknown,Unknown,Toei Animation,Game,8 min.,PG-13 - Teens 13 or older,10150.0,2228,51731,205,23919,7,5329,10452,12024,1089.0,647.0,1362.0,2858.0,3735.0,3351.0,2467.0,1517.0,1184.0,1343.0
37914,,,"Sci-Fi, Space",,,Unknown,,,Unknown,Avex Pictures,Unknown,Production +h.,Original,Unknown,Unknown,,7916,2924,1,0,0,0,0,2924,,,,,,,,,,
38006,,,"Military, Sci-Fi, Music, Magic, Ecchi",,,TV,,,Unknown,Kadokawa,Unknown,Shaft,Original,Unknown,Unknown,,6215,5585,3,0,0,0,0,5585,,,,,,,,,,
38025,,,"Comedy, Parody, Super Power",,,ONA,,,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,14434.0,14189,249,0,46,0,17,61,125,4.0,,,1.0,5.0,5.0,2.0,1.0,,7.0
38082,,,"Historical, Romance",,,Unknown,,,Unknown,Unknown,Unknown,Kyoto Animation,Light novel,Unknown,Unknown,,5067,9315,16,0,0,0,0,9315,,,,,,,,,,
38087,,,"Comedy, Parody, Fantasy",,,Special,,,Unknown,Unknown,Unknown,Unknown,Manga,Unknown,PG-13 - Teens 13 or older,11430.0,10853,842,1,41,104,27,55,615,10.0,,2.0,9.0,8.0,11.0,6.0,4.0,2.0,7.0
38099,,,Kids,,,TV,,,Spring 2011,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,11493.0,16474,118,0,28,0,5,44,41,3.0,,,1.0,1.0,,2.0,1.0,1.0,7.0
38192,,,"Sci-Fi, Mecha",,,TV,,,Fall 2021,"Sotsu, Mainichi Broadcasting System, Tohokushinsha Film Corporation, DeNA, Nippon Cultural Broadcasting",Unknown,Satelight,Novel,Unknown,Unknown,,6574,4856,2,0,0,0,0,4856,,,,,,,,,,
38273,,,"Action, Sci-Fi, Space, Comedy, Drama, Mecha",,,OVA,,,Unknown,Unknown,Unknown,Gaina,Original,Unknown,Unknown,,7152,3942,1,0,0,0,0,3942,,,,,,,,,,
38274,,,"Sports, Drama",,,Unknown,,,Unknown,Unknown,Unknown,Gaina,Original,Unknown,Unknown,,10857,847,0,0,0,0,0,847,,,,,,,,,,
38451,,,"Comedy, Kids, Parody",,,TV,,,Fall 2018,Shogakukan-Shueisha Productions,Unknown,Unknown,Original,1 min.,G - All Ages,11709.0,16438,119,0,27,0,7,42,43,3.0,,,1.0,1.0,,,2.0,,5.0
38585,,,"Drama, Fantasy, Magic, School, Slice of Life",,,TV,,,Unknown,Unknown,Unknown,J.C.Staff,Novel,Unknown,Unknown,,7489,3480,5,1,0,0,0,3479,,,,,,,,,,
38603,,,Game,,,ONA,,,Unknown,Unknown,Unknown,"TMS Entertainment, Echoes",Game,4 min.,G - All Ages,13189.0,13691,284,0,59,0,22,39,164,4.0,1.0,4.0,4.0,5.0,4.0,8.0,3.0,2.0,6.0
38609,,,Kids,,,ONA,,,Unknown,Unknown,Unknown,Unknown,Original,6 min.,G - All Ages,15415.0,17030,84,0,20,0,6,25,33,2.0,,,1.0,1.0,2.0,1.0,,1.0,6.0
38620,,6.69,Hentai,,,OVA,,,Unknown,PoRO,Unknown,Unknown,Light novel,22 min.,Rx - Hentai,,6716,4610,21,2114,4,783,304,1405,135.0,99.0,210.0,382.0,304.0,145.0,71.0,33.0,21.0,18.0
38623,,,"Comedy, Kids, Parody, School",,,ONA,,,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,13397.0,16448,118,0,24,0,11,42,41,3.0,,,1.0,2.0,2.0,1.0,2.0,1.0,4.0
38626,,,Sports,,,ONA,,,Unknown,Sanrio,Unknown,Unknown,Original,15 sec.,G - All Ages,14727.0,14011,262,0,42,0,26,52,142,5.0,,,2.0,2.0,6.0,3.0,1.0,6.0,8.0
38711,,,Slice of Life,,,Special,,,Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,14041.0,13746,281,0,61,0,36,46,138,2.0,,2.0,10.0,12.0,12.0,5.0,4.0,4.0,7.0
38715,,5.74,"Action, Historical, Mecha",,,ONA,,,Unknown,Unknown,Unknown,Sunrise,Original,15 min.,PG - Children,9054.0,9372,1633,4,318,0,144,222,949,11.0,8.0,16.0,29.0,39.0,28.0,13.0,14.0,15.0,17.0
38745,,,"Comedy, Ecchi",,,Unknown,,,Unknown,Unknown,Unknown,Unknown,Visual novel,Unknown,R+ - Mild Nudity,,7962,2875,3,0,0,0,0,2875,,,,,,,,,,
38774,,,"Music, Slice of Life",,,Special,,,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,12486.0,14802,207,0,73,0,33,45,56,6.0,,1.0,1.0,8.0,10.0,16.0,14.0,9.0,21.0
38776,,,Slice of Life,,,TV,,,Fall 2018,Unknown,Unknown,Unknown,Web manga,1 min.,PG-13 - Teens 13 or older,15453.0,14052,259,0,44,0,12,120,83,2.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,3.0,11.0
38820,,,Kids,,,ONA,,,Unknown,Unknown,Unknown,Unknown,Picture book,20 sec.,G - All Ages,13614.0,15794,150,0,38,0,21,35,56,3.0,,,2.0,2.0,10.0,6.0,5.0,,13.0
38827,,,Kids,,,ONA,,,Unknown,Kamio Japan,Unknown,Unknown,Original,51 sec.,G - All Ages,13011.0,15974,142,0,30,0,12,34,66,6.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0
38903,,,"Sci-Fi, Space",,,Unknown,,,Unknown,Unknown,Unknown,Wit Studio,Original,Unknown,Unknown,,10415,1035,1,0,0,0,0,1035,,,,,,,,,,
38910,,,"Action, Fantasy",,,Unknown,,,Unknown,Unknown,Unknown,Unknown,Novel,Unknown,Unknown,,13231,330,2,0,0,0,0,330,,,,,,,,,,
38925,,,Slice of Life,,,Special,,,Unknown,Trash Studio,Unknown,Unknown,Original,1 min.,G - All Ages,14890.0,15559,164,0,37,0,26,35,66,2.0,,1.0,4.0,10.0,12.0,2.0,2.0,2.0,3.0
38926,,,Kids,,,ONA,,,Unknown,Unknown,Unknown,Unknown,Other,5 min.,G - All Ages,15127.0,16842,98,0,20,0,8,33,37,2.0,,,2.0,4.0,2.0,,,2.0,3.0
38927,,,Kids,,,ONA,,,Unknown,Unknown,Unknown,Unknown,Other,3 min.,G - All Ages,15129.0,16958,88,0,19,0,7,26,36,2.0,,,1.0,2.0,3.0,,1.0,,6.0
38928,,,Kids,,,Special,,,Unknown,Unknown,Unknown,Unknown,Other,1 min.,G - All Ages,15128.0,16981,87,0,20,0,10,24,33,2.0,,,1.0,4.0,1.0,1.0,,2.0,5.0
38975,,6.55,"Hentai, School",,,OVA,,,Unknown,PoRO,Unknown,Unknown,Visual novel,30 min.,Rx - Hentai,,7837,3003,5,1404,5,449,214,931,70.0,55.0,121.0,205.0,186.0,108.0,48.0,26.0,11.0,15.0
38982,,,"Action, Sci-Fi, Space, Drama, Mecha",,,ONA,,,Unknown,Sunrise,Unknown,Sunrise Beyond,Original,Unknown,R - 17+ (violence & profanity),,5610,7222,19,1,0,0,0,7221,,,,,,,,,,
39023,,,"Action, Historical, Martial Arts, Fantasy",,,ONA,,,Unknown,Unknown,Unknown,Sparkly Key Animation Studio,Novel,20 min.,PG-13 - Teens 13 or older,11671.0,10797,866,2,82,0,11,42,731,8.0,2.0,6.0,6.0,3.0,1.0,1.0,1.0,2.0,2.0
39091,,,"Historical, Kids",,,Special,,,Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,11422.0,17312,61,0,15,0,2,18,26,2.0,,,1.0,1.0,,,1.0,3.0,2.0
39110,,,"Slice of Life, Kids",,,TV,,,Unknown,TV Tokyo,Unknown,Unknown,Other,Unknown,PG - Children,,16020,139,0,0,0,0,0,139,,,,,,,,,,
39205,,,Kids,,,ONA,,,Unknown,Kamio Japan,Unknown,Unknown,Original,1 min.,G - All Ages,11427.0,16864,97,0,25,0,11,26,35,5.0,,,,5.0,1.0,,2.0,4.0,3.0
39222,,,Sci-Fi,,,ONA,,,Unknown,Unknown,Unknown,Signal.MD,Original,3 min.,G - All Ages,15698.0,12880,373,0,98,0,59,46,170,3.0,,4.0,12.0,31.0,22.0,6.0,7.0,4.0,2.0
39247,,,"Slice of Life, Comedy, Fantasy",,,TV,,,Summer 2021,"Lantis, Heart Company",Unknown,Kyoto Animation,Manga,Unknown,PG-13 - Teens 13 or older,,1346,106489,627,4,1,6,0,106478,4.0,,2.0,,,,,,,
39299,,6.7,Hentai,,,OVA,,,Unknown,Mary Jane,Unknown,Unknown,Visual novel,16 min.,Rx - Hentai,,7615,3302,13,1602,6,616,232,846,134.0,112.0,169.0,277.0,250.0,113.0,61.0,34.0,20.0,27.0
39365,,6.5,Hentai,,,OVA,,,Unknown,Unknown,Unknown,PoRO,Visual novel,18 min.,Rx - Hentai,,8475,2345,9,1043,1,365,122,814,42.0,40.0,81.0,158.0,121.0,64.0,31.0,17.0,10.0,10.0
39471,,6.73,Hentai,,,OVA,,,Unknown,Unknown,Unknown,PoRO,Visual novel,20 min.,Rx - Hentai,,6963,4188,15,2064,7,744,274,1099,126.0,99.0,240.0,399.0,287.0,162.0,58.0,33.0,18.0,10.0
39473,,,"Action, Game, Kids",,,TV,,,Unknown,Unknown,Unknown,Unknown,Game,Unknown,Unknown,,10951,818,1,0,0,0,0,818,,,,,,,,,,
39474,,,"Demons, Kids",,,TV,,,Unknown,Tonko House,Unknown,dwarf,Original,Unknown,G - All Ages,,16638,110,0,0,0,0,0,110,,,,,,,,,,
39489,,,"Action, Military, Sci-Fi, Adventure, Shounen",,,ONA,,2021.0,Unknown,Unknown,Unknown,David Production,Manga,Unknown,Unknown,,7361,3664,2,0,0,0,0,3664,,,,,,,,,,
39518,,,Vampire,,,ONA,,2021.0,Unknown,Netflix,Unknown,Wit Studio,Original,Unknown,Unknown,,8778,2085,2,0,0,0,0,2085,,,,,,,,,,
39546,,,"Comedy, Fantasy, Kids, Parody",,,ONA,,,Unknown,Unknown,Unknown,Unknown,Manga,1 min.,G - All Ages,15727.0,17243,66,0,17,0,4,16,29,1.0,,,,2.0,,1.0,2.0,,2.0
39559,,,"Romance, Ecchi, School",,,ONA,,,Unknown,"Anime Beans, Cloud22",Unknown,Asura Film,Manga,Unknown,R+ - Mild Nudity,13941.0,12634,413,1,59,0,18,31,305,2.0,1.0,1.0,,1.0,,,1.0,,1.0
39611,,,"Music, Parody",,,Special,,,Unknown,Unknown,Unknown,Unknown,Original,30 sec.,G - All Ages,14261.0,14747,210,0,33,0,34,35,108,1.0,,,1.0,1.0,1.0,6.0,5.0,7.0,7.0
39650,,,"Music, Dementia",,,ONA,,,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,13944.0,13772,278,0,74,0,51,69,84,3.0,,2.0,4.0,5.0,20.0,14.0,12.0,11.0,24.0
39653,,5.8,"Adventure, Comedy, Fantasy",,,ONA,,,Unknown,Unknown,Unknown,Unknown,Game,1 min.,PG - Children,8839.0,9652,1465,3,381,0,135,107,842,20.0,4.0,14.0,25.0,38.0,32.0,17.0,7.0,8.0,12.0
39659,,,"Comedy, Kids",,,ONA,,,Unknown,Sanrio,Unknown,Unknown,Original,52 sec.,G - All Ages,13661.0,12397,459,0,75,0,57,41,286,3.0,1.0,,8.0,9.0,11.0,9.0,4.0,5.0,9.0
39680,,6.3,"Fantasy, Hentai",,,OVA,,,Unknown,Unknown,Unknown,PoRO,Novel,24 min.,Rx - Hentai,,8487,2334,13,1155,2,438,176,563,61.0,54.0,88.0,186.0,174.0,105.0,54.0,28.0,20.0,18.0
39725,,6.11,"Music, Slice of Life, Comedy, School",,,TV,,,Winter 2021,"Half H.P Studio, Twin Engine",Unknown,Lay-duce,Game,24 min.,Unknown,7781.0,5345,8104,63,3354,4,160,733,3853,145.0,82.0,123.0,255.0,253.0,209.0,104.0,59.0,41.0,41.0
39794,,6.28,Hentai,,,OVA,,,Unknown,Unknown,Unknown,Unknown,Original,30 min.,Rx - Hentai,,8760,2081,10,997,2,356,152,574,43.0,32.0,83.0,147.0,145.0,88.0,41.0,19.0,17.0,16.0
39839,,,"Comedy, Parody, Super Power",,,ONA,,,Unknown,Unknown,Unknown,DLE,Original,2 min.,G - All Ages,12358.0,15237,182,0,29,0,17,52,84,2.0,,,,4.0,3.0,,2.0,,6.0
39864,,6.52,Comedy,,,Special,,,Unknown,Unknown,Unknown,Unknown,Original,6 min.,PG-13 - Teens 13 or older,5795.0,8485,2339,12,705,3,216,92,1323,66.0,30.0,47.0,77.0,79.0,45.0,8.0,6.0,5.0,11.0
39893,,,"Action, Comedy, Kids, Magic, Mecha, Sci-Fi, Shounen, Super Power",,,TV,,,Unknown,Unknown,Unknown,Unknown,Original,Unknown,Unknown,,15263,182,0,0,0,0,0,182,,,,,,,,,,
39894,,,"Music, Drama, School",,,Unknown,,,Unknown,Unknown,Unknown,Kyoto Animation,Novel,23 min.,PG-13 - Teens 13 or older,,4396,13224,20,0,0,0,0,13224,,,,,,,,,,
39905,,,"Josei, Mystery, Police, Romance, Thriller",,,TV,,,Unknown,Unknown,Unknown,Unknown,Visual novel,Unknown,Unknown,,8610,2221,15,0,0,0,0,2221,,,,,,,,,,
39917,,,"Action, Historical, Samurai",,,Unknown,,,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,,13836,273,0,0,0,0,0,273,,,,,,,,,,
40022,,6.68,Hentai,,,OVA,,,Unknown,Mary Jane,Unknown,Studio 1st,Visual novel,16 min.,Rx - Hentai,,7437,3547,31,1648,1,624,204,1070,124.0,107.0,183.0,271.0,233.0,143.0,53.0,33.0,21.0,21.0
40023,,7.14,Hentai,,,OVA,,,Unknown,Mary Jane,Unknown,Unknown,Manga,15 min.,Rx - Hentai,,6248,5507,40,2711,11,995,332,1458,230.0,220.0,485.0,566.0,341.0,158.0,61.0,33.0,13.0,21.0
40029,,,Comedy,,,ONA,,,Unknown,Unknown,Unknown,Unknown,Original,24 sec.,G - All Ages,13525.0,16264,126,0,40,0,11,33,42,17.0,,,,3.0,3.0,2.0,,4.0,5.0
40034,,6.59,"Music, Slice of Life",,,Special,,,Unknown,Unknown,Unknown,"Enishiya, FILMONY",Original,20 sec.,G - All Ages,5418.0,8045,2765,8,730,5,349,196,1485,107.0,32.0,70.0,151.0,114.0,70.0,17.0,8.0,10.0,25.0
40054,,,"Action, Military, Sci-Fi, Supernatural, Seinen",,,Unknown,,,Unknown,Unknown,Unknown,Sunrise,Manga,Unknown,Unknown,,4652,11561,15,0,0,0,0,11561,,,,,,,,,,
40089,,,Unknown,,,TV,,,Fall 2017,Unknown,Unknown,Unknown,Unknown,5 min.,G - All Ages,11567.0,12638,412,0,198,0,6,119,89,78.0,,31.0,,4.0,,47.0,,2.0,28.0
40129,,5.34,"Game, Slice of Life, Comedy",,,TV,,,Winter 2020,LIDENFILMS Osaka Studio,Unknown,LIDENFILMS,Card game,3 min.,PG-13 - Teens 13 or older,10077.0,7738,3142,3,827,1,197,529,1588,27.0,11.0,22.0,69.0,95.0,134.0,73.0,39.0,21.0,26.0
40141,,,Comedy,,,ONA,,,Unknown,Unknown,Unknown,DLE,Original,2 min.,G - All Ages,13806.0,15768,152,0,24,0,9,54,65,,,,2.0,3.0,2.0,1.0,2.0,1.0,6.0
40145,,5.4,"Action, Game, Fantasy, Shounen",,,TV,,,Spring 2020,Unknown,Unknown,Bridge,Card game,24 min.,PG-13 - Teens 13 or older,9943.0,4564,12037,54,3186,2,595,1456,6798,94.0,62.0,142.0,344.0,322.0,314.0,187.0,130.0,116.0,155.0
40155,,,"Music, Sports, Kids",,,ONA,,,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,12552.0,16247,127,0,35,0,26,22,44,2.0,,1.0,5.0,8.0,4.0,,2.0,1.0,4.0
40174,,,"Music, Comedy, Supernatural",,,TV,,,Spring 2021,Unknown,Unknown,MAPPA,Original,23 min.,R - 17+ (violence & profanity),,2101,56858,98,5,0,0,0,56853,,2.0,,1.0,,,,,,1.0
40188,,,"Kids, Music",,,Music,,,Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,15410.0,17222,66,0,16,0,10,14,26,,,1.0,1.0,1.0,1.0,3.0,,3.0,2.0
40305,,6.26,Hentai,,,OVA,,,Unknown,BOMB! CUTE! BOMB!,Unknown,Unknown,Game,14 min.,Rx - Hentai,,8665,2154,5,1006,3,404,141,600,42.0,29.0,75.0,152.0,169.0,88.0,33.0,25.0,12.0,15.0
40316,,,"Magic, Shoujo",,,ONA,,,Unknown,Unknown,Unknown,Unknown,Other,2 min.,G - All Ages,11545.0,16431,120,0,18,6,8,34,54,,,,2.0,2.0,1.0,,1.0,2.0,5.0
40327,,6.51,"Adventure, Kids, Fantasy",,,TV,,,Spring 2020,Sanrio,Unknown,J.C.Staff,Other,24 min.,G - All Ages,5870.0,6983,4165,14,1363,0,266,411,2125,53.0,45.0,72.0,143.0,138.0,85.0,32.0,15.0,11.0,9.0
40351,,7.28,"Action, Adventure, Comedy, Kids, Fantasy",,,TV,,,Fall 2019,"TV Tokyo, Shogakukan-Shueisha Productions, MediaNet",Unknown,OLM,Game,23 min.,PG - Children,2435.0,2511,41344,337,23143,5,4444,3582,10170,1101.0,1423.0,3094.0,3646.0,1673.0,782.0,247.0,123.0,82.0,120.0
40356,,,"Action, Adventure, Drama, Fantasy",,,TV,,,Unknown,Glovision,Unknown,"Kinema Citrus, DR Movie",Light novel,24 min.,PG-13 - Teens 13 or older,,681,219840,2705,6,1,15,2,219816,11.0,3.0,2.0,1.0,,,,,,
40357,,,"Action, Adventure, Drama, Fantasy",,,TV,,,Unknown,Unknown,Unknown,Unknown,Light novel,Unknown,PG-13 - Teens 13 or older,,1323,108628,708,1,1,7,1,108618,7.0,,2.0,1.0,,,,,,
40393,,,"Parody, Super Power",,,ONA,,,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,12376.0,16017,139,0,21,0,14,27,77,2.0,,,1.0,4.0,,2.0,,,4.0
40398,,6.02,Hentai,,,OVA,,,Unknown,Unknown,Unknown,Unknown,Manga,30 min.,Rx - Hentai,,8284,2520,8,1273,6,370,216,655,75.0,45.0,94.0,156.0,172.0,159.0,90.0,51.0,27.0,28.0
40434,,,"Action, Historical, Demons, Supernatural, Drama, Magic",,,ONA,,,Unknown,Tencent Penguin Pictures,Unknown,B.CMAY PICTURES,Novel,Unknown,Unknown,,3989,16768,119,1,0,0,0,16767,,,,,,,,,,
40471,,5.88,Hentai,,,OVA,,,Unknown,Unknown,Unknown,Nur,Original,30 min.,Rx - Hentai,,8745,2096,6,1009,1,341,148,597,39.0,20.0,57.0,100.0,164.0,122.0,59.0,35.0,26.0,14.0
40488,,,Sports,,,ONA,,,Unknown,Unknown,Unknown,Diomedéa,Other,Unknown,Unknown,,9905,1312,5,0,0,0,0,1312,,,,,,,,,,
40506,,5.09,"Game, Fantasy",,,TV,,,Spring 2020,"TV Tokyo, Sonilude",Unknown,Zexcs,Card game,24 min.,PG - Children,10501.0,4901,10041,26,3697,1,616,2322,3405,85.0,72.0,150.0,315.0,438.0,526.0,377.0,240.0,153.0,153.0
40507,,,"Action, Adventure, Harem, Fantasy",,,TV,,,Unknown,Unknown,Unknown,Unknown,Light novel,Unknown,PG-13 - Teens 13 or older,,1611,84196,986,4,0,6,1,84185,7.0,1.0,,1.0,,,,,,
40520,,6.27,Hentai,,,OVA,,,Unknown,T-Rex,Unknown,Unknown,Manga,30 min.,Rx - Hentai,,7997,2811,5,1310,4,456,204,837,64.0,57.0,136.0,228.0,177.0,111.0,69.0,36.0,23.0,37.0
40526,,,"Comedy, Fantasy, Shounen",,,TV,,,Spring 2021,Pony Canyon,Unknown,Signal.MD,Manga,Unknown,Unknown,,5758,6907,25,0,0,1,0,6906,,,,,,,,,,
40586,,,"Comedy, Fantasy",,,TV,,,Spring 2021,"Nippon Columbia, Studio Mausu",Unknown,Revoroot,Light novel,Unknown,Unknown,,2854,32490,165,4,0,1,0,32485,1.0,1.0,,,,,,,,1.0
40590,,,"Action, Drama, Fantasy",,,TV,,,Unknown,Unknown,Unknown,Unknown,Visual novel,Unknown,PG-13 - Teens 13 or older,,5803,6657,10,0,0,0,0,6657,,,,,,,,,,
40608,,,"Action, Military, Sci-Fi, Drama, Mecha",,,TV,,,Fall 2021,Fuji TV,Unknown,Unknown,Visual novel,Unknown,R+ - Mild Nudity,,7092,4046,25,0,0,0,0,4046,,,,,,,,,,
40620,,,"Slice of Life, Comedy",,,TV,,,Summer 2021,Unknown,Unknown,Studio Blanc,Web manga,Unknown,Unknown,,7024,4176,10,0,0,0,0,4176,1.0,,,,,,,,,
40632,,,"Slice of Life, Romance, Shoujo",,,ONA,,,Unknown,Unknown,Unknown,Unknown,Web manga,Unknown,Unknown,,10106,1188,2,0,0,0,0,1188,,,,,,,,,,
40652,,,"Historical, Demons, Supernatural",,,TV,,,Unknown,Unknown,Unknown,Unknown,Game,Unknown,Unknown,,9056,1872,4,0,0,0,0,1872,,,,,,,,,,
40682,,8.4,"Action, Historical, Military, Seinen",,,TV,,,Spring 2020,"NHK, Shueisha",Funimation,Studio Signpost,Manga,25 min.,R - 17+ (violence & profanity),157.0,2579,39329,443,15360,5,2725,663,20576,1993.0,1773.0,1561.0,728.0,229.0,110.0,49.0,29.0,33.0,144.0
40685,,,"Slice of Life, School",,,TV,,,Spring 2021,Bandai Namco Arts,Unknown,Studio Kai,Light novel,Unknown,Unknown,,6841,4535,19,0,0,0,0,4535,,,,,,,,,,
40714,,6.28,"Comedy, Demons, Kids, Supernatural, School",,,TV,,,Winter 2020,Unknown,Unknown,OLM,Game,24 min.,Unknown,7006.0,10776,875,3,211,1,56,96,511,15.0,7.0,16.0,30.0,20.0,12.0,9.0,6.0,2.0,6.0
40717,,,Unknown,,,Unknown,,,Unknown,Unknown,Unknown,Unknown,Original,Unknown,Unknown,,11969,541,0,0,0,0,0,541,,,,,,,,,,
40729,,,"Action, Sci-Fi, Slice of Life, Sports, Drama",,,TV,,,Spring 2021,Unknown,Unknown,TMS Entertainment,Original,Unknown,R - 17+ (violence & profanity),,2448,43556,73,1,0,3,0,43552,1.0,,,,,,,,,
40732,,,"Action, Adventure, Mystery, Historical, Martial Arts",,,ONA,,,Unknown,bilibili,Unknown,CG Year,Novel,Unknown,PG-13 - Teens 13 or older,,12936,368,2,0,0,0,0,368,,,,,,,,,,
40752,,,"Mystery, School",,,TV,,,Spring 2021,"Aniplex, Kodansha",Unknown,Shaft,Novel,Unknown,Unknown,,6538,4954,10,0,0,0,0,4954,,,,,,,,,,
40768,,,"Sci-Fi, Kids",,,ONA,,,Unknown,Unknown,Unknown,Yonago Gainax,Original,4 min.,G - All Ages,14056.0,16656,107,0,25,0,18,25,39,,,1.0,1.0,5.0,8.0,3.0,2.0,1.0,3.0
40834,,,"Action, Adventure, Comedy, Historical, Fantasy, Seinen",,,TV,,,Unknown,"Aniplex, Fuji TV",Unknown,Wit Studio,Manga,Unknown,Unknown,,9645,1503,0,1,0,0,0,1502,,,,,,,,,,
40844,,,"Adventure, Music, Fantasy",,,ONA,,,Unknown,Unknown,Unknown,Unknown,Manga,1 min.,G - All Ages,13969.0,17332,59,0,14,0,13,12,20,,,,1.0,1.0,2.0,2.0,,1.0,3.0
40870,,,"Action, Sci-Fi, Mecha",,,TV,,,Spring 2021,"Pony Canyon, Tsuburaya Productions",Unknown,Trigger,Original,Unknown,Unknown,,3304,24979,93,0,0,1,0,24978,,,,,,,,,,
40880,,6.51,"Music, Slice of Life, Comedy, Magic, Shoujo",,,TV,,,Spring 2020,syn Sophia,Unknown,Tatsunoko Production,Game,24 min.,PG - Children,5867.0,10269,1102,3,308,0,40,104,650,22.0,15.0,16.0,17.0,15.0,14.0,8.0,2.0,5.0,7.0
40885,,,Sci-Fi,,,ONA,,,Unknown,Unknown,Unknown,Unknown,Novel,Unknown,Unknown,,13964,267,3,0,0,0,0,267,,,,,,,,,,
40888,,,"Comedy, Parody, Mecha",,,Special,,,Unknown,Unknown,Unknown,Unknown,Original,1 min.,PG - Children,15631.0,12440,447,0,70,0,32,39,306,3.0,1.0,,3.0,3.0,5.0,1.0,,3.0,4.0
40904,,,Comedy,,,TV,,,Unknown,Front Wing,Unknown,feel.,Light novel,Unknown,Unknown,,7566,3928,8,9,0,4,1,3914,3.0,,,1.0,,,,,,
